"deal_id","substage_name","first_timestamp","sales_deal_stream"
"280401","SM: Intro Call Conducted","2026-02-04 14:57:27.000","Scraping"
"280401","SM: Meeting Scheduled","2026-02-04 14:57:39.000","Scraping"
"280415","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280415","SM: Intro Call Scheduled","2026-02-20 17:09:27.000","Scraping"
"280415","SM: Intro Call Conducted","2026-02-26 10:33:08.000","Scraping"
"280415","SM: Meeting Scheduled","2026-02-26 10:33:19.000","Scraping"
"280426","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280426","SM: Meeting Scheduled","2026-03-11 10:49:40.000","Scraping"
"280427","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280427","SM: Intro Call Scheduled","2026-01-30 15:51:29.000","Scraping"
"280427","SM: Intro Call Conducted","2026-01-30 15:59:09.000","Scraping"
"280427","SM: Meeting Scheduled","2026-01-30 15:59:29.000","Scraping"
"280430","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280430","SM: Intro Call Scheduled","2026-02-20 17:05:34.000","Scraping"
"280430","SM: Intro Call Conducted","2026-02-20 17:08:05.000","Scraping"
"280438","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280438","SM: Intro Call Scheduled","2026-01-29 15:46:27.000","Scraping"
"280439","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280439","SM: Intro Call Scheduled","2026-01-30 16:02:59.000","Scraping"
"280439","SM: Intro Call Conducted","2026-01-30 16:03:08.000","Scraping"
"280439","SM: Meeting Scheduled","2026-01-30 16:03:20.000","Scraping"
"280443","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280443","SM: Intro Call Scheduled","2026-02-20 17:10:13.000","Scraping"
"280443","SM: Intro Call Conducted","2026-02-20 17:10:18.000","Scraping"
"280443","SM: Meeting Scheduled","2026-02-20 17:10:36.000","Scraping"
"280447","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280447","SM: Intro Call Scheduled","2026-02-20 17:08:55.000","Scraping"
"280447","SM: Intro Call Conducted","2026-02-24 16:12:57.000","Scraping"
"280447","SM: Meeting Scheduled","2026-02-24 16:13:40.000","Scraping"
"280453","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280458","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280458","SM: Intro Call Conducted","2026-03-11 10:56:42.000","Scraping"
"280463","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280463","SM: Intro Call Scheduled","2026-01-29 16:02:02.000","Scraping"
"280463","SM: Intro Call Conducted","2026-01-29 16:04:10.000","Scraping"
"280463","SM: Meeting Scheduled","2026-01-29 16:04:30.000","Scraping"
"280464","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280464","SM: Intro Call Conducted","2026-03-11 10:58:30.000","Scraping"
"280467","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280467","SM: Intro Call Scheduled","2026-02-24 15:27:39.000","Scraping"
"280467","SM: Intro Call Conducted","2026-02-24 15:27:52.000","Scraping"
"280481","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280481","SM: Intro Call Scheduled","2026-03-18 16:24:28.000","Scraping"
"280481","SM: Intro Call Conducted","2026-03-18 16:24:42.000","Scraping"
"280481","SM: Meeting Scheduled","2026-03-18 16:24:46.000","Scraping"
"280485","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280485","SM: Intro Call Scheduled","2026-02-24 15:35:44.000","Scraping"
"280485","SM: Intro Call Conducted","2026-02-24 15:39:43.000","Scraping"
"280485","SM: Meeting Scheduled","2026-02-24 15:40:36.000","Scraping"
"280495","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280495","SM: Meeting Scheduled","2026-03-11 15:15:09.000","Scraping"
"280496","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280496","SM: Intro Call Scheduled","2026-03-11 11:05:24.000","Scraping"
"280496","SM: Intro Call Conducted","2026-03-11 11:05:30.000","Scraping"
"280496","SM: Meeting Scheduled","2026-03-11 11:05:42.000","Scraping"
"280502","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280502","SM: Intro Call Scheduled","2026-02-24 16:25:38.000","Scraping"
"280502","SM: Intro Call Conducted","2026-02-24 16:25:47.000","Scraping"
"280504","SM: Entered Lead Pool","2026-01-27 08:51:56.000","Scraping"
"280504","SM: Intro Call Scheduled","2026-02-24 16:19:16.000","Scraping"
"280504","SM: Meeting Scheduled","2026-03-12 16:29:37.000","Scraping"
"280505","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280505","SM: Intro Call Scheduled","2026-03-11 15:39:12.000","Scraping"
"280505","SM: Intro Call Conducted","2026-03-11 15:39:24.000","Scraping"
"280508","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280508","SM: Intro Call Conducted","2026-03-11 15:32:52.000","Scraping"
"280510","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280514","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280514","SM: Intro Call Scheduled","2026-02-18 18:04:59.000","Scraping"
"280514","SM: Intro Call Conducted","2026-02-18 18:06:01.000","Scraping"
"280537","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280537","SM: Intro Call Scheduled","2026-02-24 16:20:18.000","Scraping"
"280537","SM: Intro Call Conducted","2026-02-24 16:20:34.000","Scraping"
"280541","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280541","SM: Intro Call Scheduled","2026-02-20 17:04:20.000","Scraping"
"280541","SM: Intro Call Conducted","2026-02-20 17:04:29.000","Scraping"
"280575","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280575","SM: Intro Call Scheduled","2026-02-24 15:33:05.000","Scraping"
"280575","SM: Intro Call Conducted","2026-02-24 15:33:19.000","Scraping"
"280583","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280583","SM: Intro Call Conducted","2026-02-20 17:00:22.000","Scraping"
"280590","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280590","SM: Intro Call Scheduled","2026-02-18 17:55:18.000","Scraping"
"280590","SM: Intro Call Conducted","2026-02-18 18:00:30.000","Scraping"
"280590","SM: Meeting Scheduled","2026-02-18 18:00:40.000","Scraping"
"280622","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280622","SM: Intro Call Scheduled","2026-01-30 16:06:04.000","Scraping"
"280622","SM: Intro Call Conducted","2026-01-30 16:06:17.000","Scraping"
"280659","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280659","SM: Intro Call Scheduled","2026-02-18 17:52:05.000","Scraping"
"280659","SM: Intro Call Conducted","2026-02-18 17:52:14.000","Scraping"
"280662","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280703","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280703","SM: Intro Call Scheduled","2026-02-18 17:48:55.000","Scraping"
"280703","SM: Intro Call Conducted","2026-02-18 17:49:07.000","Scraping"
"280704","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280704","SM: Intro Call Scheduled","2026-03-25 16:53:44.000","Scraping"
"280704","SM: Intro Call Conducted","2026-03-25 16:53:52.000","Scraping"
"280704","SM: Meeting Scheduled","2026-03-25 16:54:29.000","Scraping"
"280705","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280705","SM: Intro Call Scheduled","2026-03-11 15:35:16.000","Scraping"
"280705","SM: Intro Call Conducted","2026-03-11 15:35:24.000","Scraping"
"280707","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280707","SM: Intro Call Scheduled","2026-02-04 15:57:11.000","Scraping"
"280707","SM: Intro Call Conducted","2026-02-04 15:57:19.000","Scraping"
"280709","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280710","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280710","SM: Intro Call Scheduled","2026-02-04 15:55:12.000","Scraping"
"280711","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280711","SM: Intro Call Scheduled","2026-01-30 16:01:01.000","Scraping"
"280711","SM: Intro Call Conducted","2026-01-30 16:01:11.000","Scraping"
"280713","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280713","SM: Intro Call Scheduled","2026-02-04 15:02:21.000","Scraping"
"280713","SM: Intro Call Conducted","2026-02-04 15:02:55.000","Scraping"
"280713","SM: Meeting Scheduled","2026-02-04 15:03:10.000","Scraping"
"280715","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280715","SM: Intro Call Scheduled","2026-01-29 15:13:33.000","Scraping"
"280715","SM: Intro Call Conducted","2026-01-29 15:15:06.000","Scraping"
"280715","SM: Meeting Scheduled","2026-01-29 15:15:52.000","Scraping"
"280716","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280723","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"280729","SM: Entered Lead Pool","2026-01-27 08:54:41.000","Scraping"
"314716","SM: Entered Lead Pool","2026-01-27 10:37:32.000","Scraping"
"314716","SM: Intro Call Scheduled","2026-01-27 10:37:59.000","Scraping"
"314716","SM: Intro Call Conducted","2026-01-28 10:19:54.000","Scraping"
"593893","SM: Entered Lead Pool","2026-01-27 10:44:33.000","Scraping"
"593893","SM: Intro Call Scheduled","2026-01-27 10:44:44.000","Scraping"
"593893","SM: Intro Call Conducted","2026-01-27 10:46:17.000","Scraping"
"719363","SDR: Entered Backlog","2026-01-27 16:49:04.000","Scraping"
"719363","SDR: Call Conducted","2026-01-27 16:49:09.000","Scraping"
"719363","SM: Entered Lead Pool","2026-01-29 10:36:11.000","Scraping"
"719363","SM: Intro Call Scheduled","2026-01-29 10:57:19.000","Scraping"
"719363","SM: Intro Call Conducted","2026-01-30 14:43:41.000","Scraping"
"719363","SM: Meeting Scheduled","2026-02-03 16:24:32.000","Scraping"
"719368","SDR: Entered Backlog","2026-01-27 16:42:51.000","Scraping"
"719368","SDR: Call Conducted","2026-01-27 16:42:55.000","Scraping"
"719381","SDR: Entered Backlog","2026-01-27 16:14:24.000","Scraping"
"719381","SDR: Call Conducted","2026-01-27 16:14:26.000","Scraping"
"719383","SDR: Entered Backlog","2026-01-27 16:11:02.000","Scraping"
"719383","SDR: Call Conducted","2026-01-27 16:11:10.000","Scraping"
"719386","SDR: Call Conducted","2026-01-27 16:10:09.000","Scraping"
"719389","SDR: Entered Backlog","2026-01-27 16:02:56.000","Scraping"
"719389","SDR: Call Conducted","2026-01-27 16:02:58.000","Scraping"
"1080545","SM: Entered Lead Pool","2026-01-27 14:29:03.000","Sales Team Activity"
"1080545","SM: Intro Call Scheduled","2026-01-27 14:29:25.000","Sales Team Activity"
"1080545","SM: Intro Call Conducted","2026-01-27 14:30:12.000","Sales Team Activity"
"1080545","SM: Meeting Scheduled","2026-01-27 14:31:14.000","Sales Team Activity"
"1197153","SDR: Entered Backlog","2026-01-27 19:55:31.000","M&A"
"1197153","SM: Entered Lead Pool","2026-01-29 14:10:33.000","M&A"
"1197153","SM: Intro Call Scheduled","2026-01-29 14:58:47.000","M&A"
"1197153","SM: Intro Call Conducted","2026-01-29 14:59:01.000","M&A"
"1197153","SM: Meeting Scheduled","2026-01-29 14:59:17.000","M&A"
"1197153","SM: Meeting Conducted","2026-01-29 14:59:30.000","M&A"
"1318188","SDR: Entered Backlog","2026-01-27 15:43:05.000","M&A"
"1318188","SM: Entered Lead Pool","2026-01-27 15:46:05.000","M&A"
"1318188","SM: Intro Call Scheduled","2026-01-27 15:56:29.000","M&A"
"1318188","SM: Intro Call Conducted","2026-02-05 15:14:14.000","M&A"
"1425153","SM: Intro Call Scheduled","2026-01-26 13:21:05.000","Scraping"
"1425153","SM: Intro Call Conducted","2026-01-26 13:25:35.000","Scraping"
"1425153","SM: Meeting Scheduled","2026-01-26 13:31:38.000","Scraping"
"1680172","SM: Entered Lead Pool","2026-01-27 09:05:07.000","Scraping"
"1680327","SM: Entered Lead Pool","2026-01-27 09:05:07.000","Scraping"
"1680327","SM: Intro Call Scheduled","2026-02-17 08:19:26.000","Scraping"
"1680327","SM: Intro Call Conducted","2026-02-17 08:20:38.000","Scraping"
"1680330","SM: Entered Lead Pool","2026-01-27 09:05:07.000","Scraping"
"1680330","SM: Intro Call Scheduled","2026-02-10 09:12:56.000","Scraping"
"1680330","SM: Intro Call Conducted","2026-02-10 09:13:34.000","Scraping"
"1680336","SM: Entered Lead Pool","2026-01-27 09:05:10.000","Scraping"
"1680336","SM: Intro Call Scheduled","2026-02-17 08:24:38.000","Scraping"
"1680336","SM: Intro Call Conducted","2026-02-17 08:28:30.000","Scraping"
"1680336","SM: Meeting Scheduled","2026-02-17 08:30:09.000","Scraping"
"1680343","SM: Entered Lead Pool","2026-01-27 09:05:07.000","Scraping"
"1680343","SM: Intro Call Scheduled","2026-02-17 08:30:57.000","Scraping"
"1680343","SM: Intro Call Conducted","2026-03-05 08:38:19.000","Scraping"
"1680357","SM: Entered Lead Pool","2026-01-27 09:05:12.000","Scraping"
"1680357","SM: Intro Call Scheduled","2026-02-18 09:08:25.000","Scraping"
"1680359","SM: Entered Lead Pool","2026-01-27 09:05:08.000","Scraping"
"1680359","SM: Intro Call Scheduled","2026-02-18 09:08:33.000","Scraping"
"1680359","SM: Intro Call Conducted","2026-02-25 09:03:44.000","Scraping"
"1680373","SM: Entered Lead Pool","2026-01-27 09:05:10.000","Scraping"
"1680373","SM: Intro Call Scheduled","2026-02-18 09:08:35.000","Scraping"
"1680376","SM: Entered Lead Pool","2026-01-27 09:05:07.000","Scraping"
"1680376","SM: Intro Call Scheduled","2026-02-17 08:33:58.000","Scraping"
"1680377","SM: Entered Lead Pool","2026-01-27 09:05:12.000","Scraping"
"1680377","SM: Intro Call Scheduled","2026-02-10 09:29:45.000","Scraping"
"1680377","SM: Intro Call Conducted","2026-02-10 09:32:02.000","Scraping"
"1680382","SM: Entered Lead Pool","2026-01-27 09:05:12.000","Scraping"
"1680382","SM: Intro Call Scheduled","2026-02-17 08:33:25.000","Scraping"
"1680384","SM: Entered Lead Pool","2026-01-27 09:05:11.000","Scraping"
"1680384","SM: Intro Call Scheduled","2026-02-17 08:34:34.000","Scraping"
"1680384","SM: Meeting Scheduled","2026-04-09 06:59:19.000","Scraping"
"1680463","SM: Entered Lead Pool","2026-01-27 09:05:11.000","Scraping"
"1680463","SM: Intro Call Scheduled","2026-02-10 09:35:57.000","Scraping"
"1680490","SM: Entered Lead Pool","2026-01-27 09:05:12.000","Scraping"
"1680490","SM: Intro Call Scheduled","2026-02-18 09:08:37.000","Scraping"
"1680495","SM: Entered Lead Pool","2026-01-27 09:05:09.000","Scraping"
"1680495","SM: Intro Call Scheduled","2026-02-17 08:37:51.000","Scraping"
"1680497","SM: Entered Lead Pool","2026-01-27 09:05:12.000","Scraping"
"1680497","SM: Intro Call Scheduled","2026-02-16 08:37:23.000","Scraping"
"1680497","SM: Intro Call Conducted","2026-02-16 08:38:23.000","Scraping"
"1680497","SM: Meeting Scheduled","2026-02-20 08:30:52.000","Scraping"
"1680501","SM: Entered Lead Pool","2026-01-27 09:05:11.000","Scraping"
"1680501","SM: Intro Call Scheduled","2026-02-10 09:40:17.000","Scraping"
"1680506","SM: Entered Lead Pool","2026-01-27 09:05:11.000","Scraping"
"1680506","SM: Intro Call Scheduled","2026-03-10 08:52:12.000","Scraping"
"1680506","SM: Intro Call Conducted","2026-03-11 12:19:50.000","Scraping"
"1680507","SM: Entered Lead Pool","2026-01-27 09:05:12.000","Scraping"
"1680507","SM: Intro Call Scheduled","2026-02-17 08:43:56.000","Scraping"
"1680511","SM: Entered Lead Pool","2026-01-27 09:05:11.000","Scraping"
"1680511","SM: Intro Call Scheduled","2026-02-24 08:54:25.000","Scraping"
"1680511","SM: Intro Call Conducted","2026-03-02 09:30:57.000","Scraping"
"1680515","SM: Entered Lead Pool","2026-01-27 09:05:10.000","Scraping"
"1680515","SM: Intro Call Scheduled","2026-02-24 08:55:18.000","Scraping"
"1680515","SM: Intro Call Conducted","2026-03-05 08:40:27.000","Scraping"
"1680543","SM: Entered Lead Pool","2026-01-27 09:05:10.000","Scraping"
"1680544","SM: Entered Lead Pool","2026-01-27 09:05:12.000","Scraping"
"1680545","SM: Entered Lead Pool","2026-01-27 09:05:12.000","Scraping"
"1680545","SM: Intro Call Scheduled","2026-03-10 08:52:16.000","Scraping"
"1680546","SM: Entered Lead Pool","2026-01-27 09:05:11.000","Scraping"
"1680546","SM: Intro Call Scheduled","2026-03-10 08:52:18.000","Scraping"
"1680546","SM: Intro Call Conducted","2026-03-11 12:22:55.000","Scraping"
"1680546","SM: Meeting Scheduled","2026-03-18 09:27:19.000","Scraping"
"1680567","SM: Entered Lead Pool","2026-01-27 09:05:10.000","Scraping"
"1680568","SM: Entered Lead Pool","2026-01-27 09:05:09.000","Scraping"
"1680572","SM: Entered Lead Pool","2026-01-27 09:05:09.000","Scraping"
"1680580","SM: Entered Lead Pool","2026-01-27 09:05:11.000","Scraping"
"1680589","SM: Entered Lead Pool","2026-01-27 09:05:08.000","Scraping"
"1680590","SM: Entered Lead Pool","2026-01-27 09:05:10.000","Scraping"
"1680590","SM: Intro Call Scheduled","2026-03-17 13:28:57.000","Scraping"
"1680591","SM: Entered Lead Pool","2026-01-27 09:05:09.000","Scraping"
"1680591","SM: Intro Call Scheduled","2026-03-17 13:28:51.000","Scraping"
"1680591","SM: Meeting Scheduled","2026-03-19 09:15:11.000","Scraping"
"1680596","SM: Entered Lead Pool","2026-01-27 09:05:10.000","Scraping"
"1680596","SM: Intro Call Scheduled","2026-02-24 08:56:36.000","Scraping"
"1680596","SM: Intro Call Conducted","2026-03-02 09:36:47.000","Scraping"
"1680597","SM: Entered Lead Pool","2026-01-27 09:05:08.000","Scraping"
"1680597","SM: Intro Call Scheduled","2026-03-17 13:28:47.000","Scraping"
"1680597","SM: Meeting Scheduled","2026-03-19 09:11:47.000","Scraping"
"1680609","SM: Entered Lead Pool","2026-01-27 09:05:08.000","Scraping"
"1680611","SM: Entered Lead Pool","2026-01-27 09:05:08.000","Scraping"
"1680613","SM: Entered Lead Pool","2026-01-27 09:05:09.000","Scraping"
"1680613","SM: Intro Call Scheduled","2026-03-05 09:45:22.000","Scraping"
"1680613","SM: Intro Call Conducted","2026-03-16 11:47:50.000","Scraping"
"1680614","SM: Entered Lead Pool","2026-01-27 09:05:09.000","Scraping"
"1680614","SM: Intro Call Scheduled","2026-03-05 09:44:27.000","Scraping"
"1680614","SM: Intro Call Conducted","2026-03-11 12:24:44.000","Scraping"
"1680615","SM: Entered Lead Pool","2026-01-27 09:05:10.000","Scraping"
"1680615","SM: Intro Call Scheduled","2026-03-05 09:43:43.000","Scraping"
"1680615","SM: Intro Call Conducted","2026-03-05 09:44:16.000","Scraping"
"1680615","SM: Meeting Scheduled","2026-03-05 11:54:03.000","Scraping"
"1695866","SDR: Entered Backlog","2026-01-26 16:29:05.000","M&A"
"1695866","SM: Entered Lead Pool","2026-02-04 10:34:30.000","M&A"
"1695866","SM: Intro Call Scheduled","2026-02-05 17:26:33.000","M&A"
"1695866","SM: Intro Call Conducted","2026-02-12 15:15:59.000","M&A"
"1695866","SM: Meeting Scheduled","2026-02-12 15:17:52.000","M&A"
"1695866","SM: Meeting Conducted","2026-02-12 15:18:05.000","M&A"
"1695866","SM: Contract Closed","2026-02-12 15:18:48.000","M&A"
"1695866","Onboarding started","2026-03-19 17:45:51.000","M&A"
"1695866","Property is Published","2026-03-19 17:38:00.200","M&A"
"1695866","First Booking","2026-03-29 00:00:00.000","M&A"
"1695866","Second Booking","2026-03-30 00:00:00.000","M&A"
"1695866","First Stay","2026-04-02 00:00:00.000","M&A"
"1697809","SDR: Entered Backlog","2026-01-26 14:58:33.000","M&A"
"1699702","SDR: Entered Backlog","2026-01-25 05:15:41.000","M&A"
"1700174","SDR: Entered Backlog","2026-01-26 18:01:50.000","M&A"
"1700783","SM: Entered Lead Pool","2026-01-26 07:45:47.000","M&A"
"1700783","SM: Intro Call Scheduled","2026-01-26 08:48:49.000","M&A"
"1700783","SM: Intro Call Conducted","2026-01-26 08:55:45.000","M&A"
"1700783","SM: Meeting Scheduled","2026-01-26 08:56:03.000","M&A"
"1700783","SM: Meeting Conducted","2026-01-26 09:00:30.000","M&A"
"1701227","SDR: Entered Backlog","2026-01-27 11:15:32.000","M&A"
"1701227","SM: Entered Lead Pool","2026-01-27 13:01:20.000","M&A"
"1701227","SM: Meeting Conducted","2026-01-28 08:42:37.000","M&A"
"1701227","SM: Contract Closed","2026-01-28 11:32:37.000","M&A"
"1701227","Onboarding started","2026-01-29 07:54:10.000","M&A"
"1701227","Property is Published","2026-02-06 10:59:54.733","M&A"
"1701227","First Booking","2026-02-25 00:00:00.000","M&A"
"1701621","SDR: Entered Backlog","2026-01-25 17:12:59.000","M&A"
"1701621","SM: Entered Lead Pool","2026-02-27 12:59:54.000","M&A"
"1701621","SM: Intro Call Scheduled","2026-03-03 16:47:20.000","M&A"
"1701621","SM: Intro Call Conducted","2026-03-04 08:18:49.000","M&A"
